Tweets,Sentiment
"#Punjab | Customs intercepted 11 bags containing 2,60,400 'Made in Korea' cigarettes worth Rs 29.5 lakhs, at #Amritsar Airport, from SpiceJet flight coming from #Dubai. Further probe underway. (ANI) https://t.co/aBq78maNNl",1
,
"Punjab | Customs intercepted 11 bags containing 2,60,400 'Made in Korea' cigarettes worth Rs 29.5 lakhs, at Amritsar Airport, from SpiceJet flight coming from Dubai. Further probe underway: Customs https://t.co/qRFX7uFeVa",1
,
"Punjab | Customs intercepted 11 bags containing 2,60,400 'Made in Korea' cigarettes worth Rs 29.5 lakhs, at Amritsar Airport, from SpiceJet flight coming from Dubai. Further probe underway: Customs https://t.co/b5a2mKL8r6",1
,
"Flight Number #EK002 From #LHR (London Heathrow) to #DXB (Dubai International Airport) has departed
 You can track this flight on ADSB-Exchange using this link: https://t.co/vLGyBLezXA",0
,
@ShiaphobiaLB @AzarsTweets Frequent flyers &amp; business class passenger have fast track everywhere in the world except Lebanon ( shiaa management of the airport) . In dubai you can purchase this service - marhaba service even if you are in economy . I don’t know for Iran though …,1
,
"Flight Number #BA107 From #LHR (London Heathrow) to #DXB (Dubai International Airport) has departed
 You can track this flight on ADSB-Exchange using this link: https://t.co/d7tvsbEfMq",0
,
"From now on, I'll be flying from Narita Airport🛩🎶 I'm really looking forward to flying to Dubai and Cologne💕✨ https://t.co/iaX2iK0XMt",1
,
"#CISFTHEHONESTFORCE
CISF apprehended 03 persons with gold (596 gms worth approx 34 lakh) concealed in iron spare parts @ Hyderabad Airport. These persons were nabbed while receiving parcels from different pax arriving from Dubai.",1
,
"Flight: #UAE6VH
Reg: A6-EVQ
Oper: Emirates Airlines
Route: DXB-LHR Dubai International Airport to Heathrow Airport
Type: A380-842
Heading: W
Speed: 227.1 mph @ 4050 ft
Squawk: 3274
Seen: 11:18:12 #Landing #LHR #AircraftSE1 https://t.co/TRcpergi1P",0
,
"#CISFTHEHONESTFORCE
CISF apprehended 03 persons with gold (596 gms worth approx 34 lakh) concealed in iron spare parts @ Hyderabad Airport. These persons were nabbed while receiving parcels from different pax arriving from Dubai. 

@HMOIndia  @MoCA_GoI https://t.co/40npNvfx0h",1
,
"@Camel94461519 @AzarsTweets This is not the case in many Arab countries. Check Dubai, Qatar, Kuwait... airports . Also, a fast track is available at Larnaca Airport . At least we should have the same in Lebanon.",1
,
"Flight Number #EK008 From #LHR (London Heathrow) to #DXB (Dubai International Airport) has departed
 You can track this flight on ADSB-Exchange using this link: https://t.co/bYCF0rK7ms",0
,
"Good Logistics are proud to provide a Sea / Air Freight service to our customers.
The Sea / Air service combines these two freight methods together, with Dubai airport as the hub between.

Read more about this service here:
https://t.co/35oh0RpTUO https://t.co/hlJP7q2ZtO",1
,
@yourcryptodj $WTK  partnership with Dubai Airport Duty Free enabling payments with cryptocurrency,1
,
"@AraBalaghi Brussels airport still one of the best ones for me. 

Trumps Dubai airport in quality imo, but not in size of course. 

Lots of room at the gates and great lounge 

Though it’s starting to get too small.",1
,
"In an exclusive interview with Sky News, Mr Mustafa said from his home in Dubai, said he scanned customs documents mark his arrival in Johannesburg's OR Tambo International airport and declaration of $600,000 in cash on 23 December 2019.",0
,
"@SarwatNasir Hi Sarwat, we can imagine how a delay can be upsetting. You may collect your luggage at the baggage carousel on arrival at Dubai Airport. DM us on the below link with questions. Thanks, https://t.co/67ooSY3Pnf",1
,
@airindiain it almost 9 days over .  My skybag bag was broken while I was travelling from Dubai to Mumbai. I filled a complain at airport and they told me that within 7 days Airindia staff will call me. Till now no one has called from airindia. Kindly revert,1
,
"Officers of Amritsar Customs (P) Commissionerate posted at SGRDJI Airport booked a case of smuggling of foreign brand ESSE Golden Leaf cigarettes coming from Dubai and seized around 2,60,400 cigarettes valued at Rs 29.5 Lacs(approx.).
Further investigation is underway. https://t.co/UIW901Jlvr",1
,
"Airport jobs are probably something you'll run across during your job search in Dubai. Dubai Duty-Free Jobs is a well-liked position. All of the open positions at Dubai Duty Free are listed here, but first, let us offer you some background information on the business.#jobs #dubai https://t.co/gIOxHdNwdZ",1
,
"Flight: #BAW106
Reg: G-STBC
Oper: British Airways
Route: DXB-LHR Dubai International Airport to Heathrow Airport
Type: Boeing Company, BOEING 777-36NER
Heading: E
Speed: 0.0 mph @ 6175 ft
Squawk: 0503
Seen: 06:20:33 #Landing #LHR #AircraftSE1 https://t.co/u9d1M2LHK7",0
,
"The world's largest Airbus A-380 Emirates flight, flying from Auckland, New Zealand to Dubai, landed at the Bandaranaike International Airport (BIA) this morning for refueling. #DailyMirror #SriLanka #SLnews #A380 #Airbus https://t.co/h6aWLuqiNK",1
,
I'm at Dubai International Airport in Dubai https://t.co/XZtnVZFVNg,0
,
@ParmishVerma paaji saw u at Dubai airport and my kids wanted a pic with you. but tussi fans nu mana kar rahey si. i get that celebs may need their space etc but it’s an easy way to make fans happy or break their hearts. Bauta time ni lagda photo lai #sabFadeJaange,1
,
@moneyworks4u_fa Govt might build mumbai to dubai sea-link while pune  would still be finalising the place to build the airport .,0
,
"We have applied for VISA of Dubai. Tomorrow our flight is scheduled at 11 AM from New Delhi airport. Kindly help me out to get VISA at earliest.

Regards 
@PMOIndia @DrSJaishankar @OIA_MEA",1
,
"Help me stay awake for 1 hour on dubai airport, dont wanna miss my flight to AMS 🥲",-1
,
"@DTCUAE again same issue daily used taxi from dubai airport to home at shj after finish my duty , Taxi Numebr DH014 and he’s new joiner they detected 80 and the trip was only 40 dh , please do the needful",1
,
"The world's largest Airbus A-380 Emirates flight, flying from Auckland, New Zealand to Dubai, landed at the Bandaranaike International Airport (BIA) yesterday morning for refueling.
#Emirates https://t.co/FZiTyPRdGW",1
,
"After seeing a few different US airports to and from Denver, I am pretty shocked at the standard. 

Definitely think Dubai and Singapore airports have spoilt me 😅 
Oh and Seoul’s airport is also a quite something too.",-1
,
@DpHegde Is it Dubai airport?,0
,
Stopover at 🇦🇪 before 🇮🇹❗️ (@ Dubai International Airport in Dubai) https://t.co/9jMoEo7Vsx,0
,
Dubai Airport in the middle of the night and we've just found out we have a stop in Bangkok before getting to Hong Kong which is nice.,1
,
"Yesterday lost £4000 at Dubai airport, went back today just to check, Shock ! Cleaner had found it, found out who it was try to give him some money, but he said he was only doing his job, great country and great people, going to move and open a buissness bye bye UK",1
,
"@AwraasEx2 @Cusmaancumar2 @chuckburley @HoehneVirgil @thebhlub @BaliJibril @true0ptimist @yGabobe @AliJibrilMedia Somaliland revenue increased 3 fold since DP world came. The port can now handle over 500k teu. We have a highway thats 300 km, new airport and yes Berbera port hasn’t moved to Dubai, it’s Dubai that has moved to Berbera meaning after 16 years it’s fully ours!",1
,
"Flight Number #EK006 From #LHR (London Heathrow) to #DXB (Dubai International Airport) has departed
 You can track this flight on ADSB-Exchange using this link: https://t.co/qQ1A20SVMP",0
,
"Flight Number #BA105 From #LHR (London Heathrow) to #DXB (Dubai International Airport) has departed
 You can track this flight on ADSB-Exchange using this link: https://t.co/vYH4eBxjVi",0
,
"@abayyaarkya I doubt sis, they had a very nice metro system in the airport but I don't know anything else😭😭 
But dubai is amazing I hope you enjoy 😭😭😭",1
,
"Flight Number #BA109 From #LHR (London Heathrow) to #DXB (Dubai International Airport) has departed
 You can track this flight on ADSB-Exchange using this link: https://t.co/0DLOssiScK",0
,
"Book your flight now at https://t.co/pYZ5NwW8hR

Have you made a VATSIM account, but feel intimidated every time you try to speak on the frequency? 

Join us on 11th March.  Fly between Dubai (OMDB) and Riyadh (OERK ), departing either airport from 13 to 15 UTC. https://t.co/S5Dx5zid0J",1
,
"people hate on dubai until it’s time to go🤣🤣🤣
suddenly they are smiling ear to ear once they touch down at dubai international airport. 

wild!",-1
,
@EmiratesSupport Had a flight from YYZ to DXB delayed for 4th March. Was booked on another connecting flight for 6th March at 2 am to CCU instead of the original flight on 5th March. Duty free liquor seized by Dubai Airport Police. No help provided from Emirates.,1
,
"Flight Number #EK004 From #LHR (London Heathrow) to #DXB (Dubai International Airport) has departed
 You can track this flight on ADSB-Exchange using this link: https://t.co/X8vzlQabeN",0
,
I'm at Dubai International Airport in Dubai https://t.co/Ze4BqTgloH,0
,
"Flight Number #EK032 From #LHR (London Heathrow) to #DXB (Dubai International Airport) has departed
 You can track this flight on ADSB-Exchange using this link: https://t.co/D4k7qk34V0",0
,
"My Dad is at Dubai airport making international calls just so he can laugh at me, its really your own family wallahi",1
,
"All the airport big to pussyclot 😩

#Dubai",0
,
Read more: https://t.co/13TjvBBnI5 https://t.co/BewFzmgZJt,0
,
Was the meeting virtual? I took Adil to Dubai Airport on Friday night on his way to Toronto. I know Kuria is in Doha and @kipmurkomen in Nairobi. Sorry to spoil your good story mhesh! https://t.co/qL7Kqd8EsW,1
,
"@AmitShah
I was heading Blore airport to return home to Dubai this morn.  I hope you realise that your visiting cities for meetings does NOT require any visual greetings on the city roads.  Keep lives of people who use the roads in mind, they have families to get back home safe. https://t.co/PhyqbLo9z6",1
,
"Flight Number #EK030 From #LHR (London Heathrow) to #DXB (Dubai International Airport) has departed
 You can track this flight on ADSB-Exchange using this link: https://t.co/ddg191ScEq",0
,
@kawsarc @liv2golfone @Spawn_187 @matthewloop @DrEliDavid Which country were you coming from that emirates checked your ID? I just came 4 months ago from canada to UAE they didn’t check anything at the airport in Dubai. There are certain countries in which UAE is very careful about and even banned travel from.,1
,
Should I take the transit visa and actually tour dubai because I have a 24 hrs layover or should I just sleep for an eternity at the airport,0
,
@Scotterybarn https://t.co/iCxyUTiPME always fancied living in Dubai and a job at the airport checking baggage in. 😂😜👍,0
,
I'm at Dubai International Airport in Dubai https://t.co/499qK1f2Px,0
,
"When it comes to traveling with kids, safety is a top priority. That's why our Airport Assistance services are here to make your journey stress-free and secure. Visit https://t.co/trKglMUcmC.

#TravelWithKids  #AirportAssistance #Dubai #Singapore #Melbourne #Mumbai #Shanghai https://t.co/xg58RKimOJ",1
,
@AhmedKhabeer_ What is this? Mosque Allowed at Dubai Airport? https://t.co/DVkShDzBhD,0
,
"Flash Deal from #Riyadh 
7-9 March During #Energy exhibition in #dubai 
Including flight and airport transfer https://t.co/1Ww8FckLZu",0
,
"Flight Number #EK002 From #LHR (London Heathrow) to #DXB (Dubai International Airport) has departed
 You can track this flight on ADSB-Exchange using this link: https://t.co/vLGyBLezXA",0
,
"I’ll be leaving tomorrow night from Narita Airport in Japan to Cologne, Germany via Dubai to attend the Cellulose Fibres Conference on March 8-9✨ I’m so much looking forward to interacting with many researchers in the cellulose fibres field in Cologne💕🎶
https://t.co/kTyXnGM4mt",1
,
"Flight Number #BA107 From #LHR (London Heathrow) to #DXB (Dubai International Airport) has departed
 You can track this flight on ADSB-Exchange using this link: https://t.co/d7tvsbEfMq",0
,
Don’t normally criticize @emirates but surely there should be better checking facilities for Silver members at the airport and even though luggage states priority when checking in it never comes  out that way at destination which suggests issue in  Dubai when loaded !!,1
,
"The world's largest Airbus A380 Emirates flight, flying from Auckland, New Zealand to Dubai, landed at the Bandaranaike International Airport (BIA) this morning for refueling. @emirates @BIA_SriLanka #srilanka #Airbus #a380 https://t.co/IKNmdxoFYF",1
,
Gold worth Rs 10.28 crore seized from Dubai-returned passenger at Chandigarh airport | Chandigarh News - Times of India https://t.co/jPOCKUt6kv,1
,
"@Ersatz_F I'm from Sheffield,  we don’t do that. Last time I paid £10.50 was in Dubai airport 😁",0
,
im nervous what if i get lost in dubai airport,0
,
@UmarrLfc there’s pics of them at the airport together and around dubai she used to post on her story and FaceTime screenshots and all it’s been years now but again he’s a guy and guys get with girls he’s not any different,0
,
"Flight Number #EK008 From #LHR (London Heathrow) to #DXB (Dubai International Airport) has departed
 You can track this flight on ADSB-Exchange using this link: https://t.co/bYCF0rK7ms",0
,
@GovtofPakistan Her chez jo logon ki hy wo s mulk py qurban hy ( apna ty sara kuch London Ty Dubai ) there is only one Roadmap they have and that is Road to Airport and fly to London.,1
,
Dubai ✅/ December 2023✅/ Christmas Shopping✅/ Desert Safari✅/ Marina Dhow Cruise With Dinner✅/ Return Airticket✅/ Dubai City Tour✅/ UAE Tourist Visa &amp; Insurance✅/ Daily Breakfast✅/ 4 Nights In A 4Star Hotel✅/ Return Dubai Airport Transfers✅|| #DubaiHoliday2023 https://t.co/R01MBork0e,0
,
Do they separate holiday goers and business goers at Dubai international airport? https://t.co/31MHx5Al0k,0
,
"William Ruto yesterday chickened out of the country secretly in the middle of the countrywide blackout. 
He flew to Dubai announced and in a journey that is riddled in secrecy and landed at Al-Maktoum International Airport. Sources say he went straight into a hotel",1
,
"Airport police have also taken legal action against the student, said an official
https://t.co/fuk9nwbeYh #UAE #Dubai #DXB",1
,
"The world's largest Airbus A-380 Emirates flight, flying from Auckland City, New Zealand, to Dubai, landed at the Bandaranaike International Airport (BIA) this morning for refueling. https://t.co/PmJP2jQwXd",1
,
"When she was arrested in 2020 at the Robert Gabriel Mugabe International Airport in Harare trying to smuggle 6.7kg of gold valued US$330 000 to Dubai, people quickly linked her to the Mnangagwa family, with some saying First Lady Auxilia and her son Colins were also involved.",1
